제품명,기능성,processed_text
더다른 이뮨 프로바이오틱스,"아연
1. 정상적인 면역기능에 필요
2. 정상적인 세포분열에 필요

프로바이오틱스
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",아연 면역 프로바이오틱스 유산균 균 배변 장 줄 수
더다른 프로바이오틱스,"[프로바이오틱스] 유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀렌] ①유해산소로부터 세포를 보호하는데 필요",프로바이오틱스 유산균 균 배변 줄 수 아연 면역 셀렌 산소
더락토 면역+,"[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",프로바이오틱스 유산균 균 배변 장 줄 수 아연 면역
더락토 장+,[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음,프로바이오틱스 유산균 균 배변 장 줄 수
더리얼신바이오틱스,"1) 락추로스파우더 : 유익균 증식, 유해균 억제에 도움을 줄 수 있음
2) 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활에 도움을 줄 수 있음",락 추로스 파우더 유익 균 균 줄 수 프로바이오틱스 유산균 균 배변 줄 수
더마 프로바이오틱스,"[Lactobacillus sakei Probio65(제 2013-17호)]
면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
[프로바이오틱스] 
유산균 증식 및 유해균 억제 • 배변활동 원활 • 장건강에 도움을 줄 수 있음",호 면역 과민반응 피부 상태 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
더블 마스터 장 앤 스킨,"[프로바이오틱스 HY7714]
① 피부 보습에 도움을 줄 수 있음(생리활성기능)
② 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음(생리활성기능)
③ 유산균 증식 및 유해균 억제․배변활동 원활에 도움을 줄 수 있음, 장 건강에 도움을 줄 수 있음

[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",프로바이오틱스 피부 보습 줄 수 생리 활 자외선 피부 손상 피부 줄 수 생리 활 유산균 균 배변 줄 수 장 줄 수 판토텐산 지방 단백질 에너지 생
더블바이오틱스,"[프락토올리고당] 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음
[프로바이오틱스]유산균 증식 및 유해균 억제 ･ 배변활동 원활 ･ 장 건강에 도움을 줄 수 있음",프락 토 올리고당 장내 유익 균 배변 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
더블바이옴 3500 플러스 포스트바이오틱스,"- 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장건강에 도움을 줄 수 있음 
- 프락토올리고당 : 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음
- 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 
- 아연 : 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 
- 셀레늄(셀렌) : 유해산소로부터 세포를 보호하는데 필요",프로바이오틱스 유산균 균 배변 장 줄 수 프락 토 올리고당 장내 유익 균 배변 줄 수 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 셀레늄 셀렌 산소
더블액션 당케어 & 유산균,"[프로바이오틱스]유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[바나바잎 추출물]①식후 혈당상승 억제에 도움을 줄 수 있음

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",프로바이오틱스 유산균 균 배변 장 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 아연 면역
더블액션 당케어&유산균,"[프로바이오틱스]  유산균 증식 및 유해균 억제 · 배변활동 원활 · 장 건강에 도움을 줄 수 있음
[바나바잎추출물]  식후 혈당상승 억제에 도움을 줄 수 있음
[아연]   정상적인 면역기능에 필요, 정상적인 세포분열에 필요",프로바이오틱스 유산균 균 배변 장 줄 수 바나바 잎 물 식후 혈당 상승 줄 수 아연 면역
더블액션 프리바이오틱스,"[프로바이오틱스] 유산균 증식 및 유해균 억제․배변활동 원활.장건강에 도움을 줄 수 있음
[프락토올리고당] 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음.",프로바이오틱스 유산균 균 배변 장 줄 수 프락 토 올리고당 장내 유익 균 배변 줄 수
더블액션 프리바이오틱스,"1)  프락토올리고당 : 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음
2)  프로바이오틱스 : 유산균 증식 및 유해균 억제·배변활동 원활·장 건강에 도움을 줄 수 있음",프락 토 올리고당 장내 유익 균 배변 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
더블액션 프리바이오틱스 플러스,"1)  프락토올리고당 : 장내 유익균 증식 및 배변활동 원활에 도움을 줄 수 있음
2)  프로바이오틱스 : 유산균 증식 및 유해균 억제·배변활동 원활·장 건강에 도움을 줄 수 있음
3)  아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
4)  비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌",프락 토 올리고당 장내 유익 균 배변 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수 아연 면역 비타민 칼슘 인 뼈 골다공증 감소
더블유 10억 유산균,"* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음",프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수
더블유 인케어 프로바이오틱스,"* 셀레늄(or 셀렌)
① 유해산소로부터 세포를 보호하는데 필요

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음",셀레늄 셀렌 산소 아연 면역 프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수
더블유 포뮬라 프로바이오틱스,"프로바이오틱스
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

아연
(1) 정상적인 면역기능에 필요
(2) 정상적인 세포분열에 필요

셀레늄
유해산소로부터 세포를 보호하는데 필요",프로바이오틱스 유산균 균 배변 장 줄 수 아연 면역 셀레늄 산소
더블유케어 데일리 멀티팩,"[EPA 및 DHA 함유 유지]
- 혈중 중성지질 개선･혈행 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[프로바이오틱스] 
- 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[셀레늄]
- 유해산소로부터 세포를 보호하는데 필요

[비타민B6]
- 단백질 및 아미노산 이용에 필요
- 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C]
- 결합조직 형성과 기능유지에 필요
- 철의 흡수에 필요
- 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D]
- 칼슘과 인이 흡수되고 이용되는데 필요
- 뼈의 형성과 유지에 필요
- 골다공증발생 위험 감소에 도움을 줌

[아연]
- 정상적인 면역기능에 필요
- 정상적인 세포분열에 필요

[구리]
- 철의 운반과 이용에 필요
- 유해산소로부터 세포를 보호하는데 필요

[크롬]
- 체내 탄수화물, 지방, 단백질 대사에 관여

[망간]
- 뼈 형성에 필요
- 에너지 이용에 필요
- 유해산소로부터 세포를 보호하는데 필요

[비타민 B2]
- 체내 에너지 생성에 필요

[비타민 B12]
- 정상적인 엽산 대사에 필요

[비타민 B1]
- 탄수화물과 에너지 대사에 필요",중성 지질 혈행 눈 눈 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수 셀레늄 산소 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 구리 철 운반 산소 크롬 지방 단백질 관여 망간 뼈 에너지 산소 비타민 에너지 생 비타민 엽산 비타민 에너지
더블임팩 슬림라인 다이어트,"[가르시니아 캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[프로바이오틱스] 유산균 증식 및 유해균 억제에 도움을 줄 수 있음, 배변활동 원활에 도움을 줄 수 있음, 장건강에 도움을 줄 수 있음",캄보지 물 지방 체지방 감소 줄 수 프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수
더블캡슐 위 & 장,"스페인감초추출물(제2014-4호)
(국문) 위 점막 내 헬리코박터균(Helicobacter pylori) 증식을 억제하고 위 점막을 보호하여 위 건강에 도움을 줄 수 있음
(영문) May help to stomach health by protecting gastric mucosa and inhibiting proliferation of Helicobacter pylori in gastric mucosa.
프로바이오틱스
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",스페인 감초 물 호 위 점막 내 헬리코박터균 위 점막 위 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
더블핏 프로바이오틱스,"[프로바이오틱스]
유산균 증식 및 유해균 억제 ･배변활동 원활 ･장 건강에 도움을 줄 수 있음",프로바이오틱스 유산균 균 배변 장 줄 수
더비피도 면역+,"[프로바이오틱스] 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요",프로바이오틱스 유산균 균 배변 장 줄 수 아연 면역
더비피도 장튼튼,[프로바이오틱스] 유산균 증식 및 유해균 억제·배변활동 원활·장 건강에 도움을 줄 수 있음,프로바이오틱스 유산균 균 배변 장 줄 수
더웰스 로얄 프로바이오틱스,"[프로바이오틱스 제품]①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음 
",프로바이오틱스 유산균 균 줄 수 배변 줄 수
더파르마 프리미엄 유산균,[프로바이오틱스] 유산균 증식 및 유해균 억제․배변활동 원활·장건강에 도움을 줄 수 있음,프로바이오틱스 유산균 균 배변 장 줄 수
더팜 이지바울 마스터,"[프로바이오틱스] 
유산균 증식 및 유해균 억제·배변활동 원활·장건강에 도움을 줄 수 있음",프로바이오틱스 유산균 균 배변 장 줄 수
데이랩 100억 프로바이오틱스 면역&유산균,"* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음",아연 면역 프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수
데이알우먼 블라썸 와이,[리스펙타(Respecta®)[프로바이오틱스 등 복합물](제2019-26호)](국문) 질내 유익균 증식 및 유해균 억제에 도움을 줄 수 있음(영문) May help to proliferate vaginal beneficial flora and to suppress pathogenic bacteria[프로바이오틱스]유산균 증식 및 유해균 억제 · 배변활동 원활 · 장건강에 도움을 줄 수 있음,리 스펙 타 프로바이오틱스 복합 물 호 유익 균 균 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
데이제로,"[차전자피 식이섬유]
혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음

[프로바이오틱스]
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",차 피 식이섬유 콜레스테롤 배변 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
데이제스트 골든밸런스 프로바이오틱스,"* 테아닌
① 스트레스로 인한 긴장완화에 도움을 줄 수 있음

* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음",테아닌 스트레스 긴장 완화 줄 수 프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수
데이즈멀티팩,"EPA및DHA함유유지 : 혈중 중성지질 개선･혈행 개선･건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
프로바이오틱스 : 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
비타민A : (가) 어두운 곳에서 시각 적응을 위해 필요
(나) 피부와 점막을 형성하고 기능을 유지하는데 필요
(다) 상피세포의 성장과 발달에 필요
비타민D : (가) 칼슘과 인이 흡수되고 이용되는데 필요
(나) 뼈의 형성과 유지에 필요
(다) 골다공증발생 위험 감소에 도움을 줌
비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민K : (가) 정상적인 혈액응고에 필요
(나) 뼈의 구성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
나이아신 : 체내 에너지 생성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (가) 단백질 및 아미노산 이용에 필요
(나) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
엽산 : (가) 세포와 혈액생성에 필요
(나) 태아 신경관의 정상 발달에 필요
(다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : 정상적인 엽산 대사에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민C : (가) 결합조직 형성과 기능유지에 필요
(나) 철의 흡수에 필요
(다) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",중성 지질 혈행 눈 눈 줄 수 마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수 비타민 곳 피부 점막 상피세포 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 엽산 혈액 생 태아 경관 혈액 시스테인 비타민 엽산 비오틴 지방 단백질 에너지 생 비타민 철 항산화 산소
데이팩,"- EPA 및 DHA 함유 유지 : 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
- 헤마토코쿠스 추출물 : 눈의 피로도 개선에 도움을 줄 수 있음
- 프로바이오틱스 : 유산균 증식 및 유해균 억제∙배변활동 원활∙장건강에 도움을 줄 수 있음 
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요",중성 지질 혈행 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생 아연 면역
데이팩 올인원 EX,"- 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
- 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장 건강에 도움을 줄 수 있음
- EPA 및 DHA 함유 유지 : 혈중 중성지질개선, 혈행 개선에 도움을 줄 수 있음
- 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민B1 : 탄수화물과 에너지 대사에 필요
- 비타민B2 : 체내 에너지 생성에 필요
- 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민B12 : 정상적인 엽산 대사에 필요
- 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요. 뼈의 형성과 유지에 필요. 골다공증발생 위험 감소에 도움을 줌
- 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민K : 정상적인 혈액응고에 필요, 뼈의 구성에 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 철 : 체내 산소운반과 혈액생성에 필요. 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 구리 : 철의 운반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요
- 몰리브덴 : 산화, 환원 효소의 활성에 필요
- 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여",마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수 중성 지질 혈행 줄 수 비타민 곳 피부 점막 상피세포 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 비타민 혈액 뼈 구성 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생 철 산소 운반 혈액 생 에너지 생 아연 면역 구리 철 운반 산소 셀렌 산소 요오드 갑상선 호르몬 에너지 생 망간 뼈 에너지 산소 몰리브덴 산화 환원 효소 활 크롬 지방 단백질 관여
데일리 100억생유산균 알파,"[프로바이오틱스]유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요",프로바이오틱스 유산균 균 배변 장 줄 수 아연 면역
데일리 Y 와이 프로바이오틱스 프리미엄,"[프로바이오틱스]
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[아연]
(가) 정상적인 면역기능에 필요
(나) 정상적인 세포분열에 필요

[셀레늄 또는 셀렌]
유해산소로부터 세포를 보호하는데 필요",프로바이오틱스 유산균 균 배변 장 줄 수 아연 면역 셀레늄 셀렌 산소
데일리 멀티팩,"프로바이오틱스 : (1) 유산균 증식 및 유해균 억제에 도움을 줄 수 있음, (2) 배변활동 원활에 도움을 줄 수 있음, (3) 장 건강에 도움을 줄 수 있음
비타민 C : (1) 결합조직 형성과 기능유지에 필요, (2) 철의 흡수에 필요, (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
비타민 B6 : (1) 단백질 및 아미노산 이용에 필요, (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민 B1 : 탄수화물과 에너지 대사에 필요
비타민 B2 : 체내 에너지 생성에 필요
나이아신 : 체내 에너지 생성에 필요
아연 : (1) 정상적인 면역기능에 필요, (2) 정상적인 세포분열에 필요
비타민 A: (1) 어두운 곳에서 시각 적응을 위해 필요, (2) 피부와 점막을 형성하고 기능을 유지하는데 필요, (3) 상피세포의 성장과 발달에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민 D: (1) 칼슘과 인이 흡수되고 이용되는데 필요, (2) 뼈의 형성과 유지에 필요, (3) 골다공증발생 위험 감소에 도움을 줌
비타민 B12 : 정상적인 엽산 대사에 필요
엽산 : (1) 세포와 혈액생성에 필요, (2) 태아 신경관의 정상 발달에 필요, (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",프로바이오틱스 유산균 균 줄 수 배변 줄 수 장 줄 수 비타민 철 항산화 산소 비타민 항산화 산소 셀렌 산소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 나이아신 에너지 생 아연 면역 비타민 곳 피부 점막 상피세포 판토텐산 지방 단백질 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 엽산 엽산 혈액 생 태아 경관 혈액 시스테인 비오틴 지방 단백질 에너지 생
데일리 시크릿 밸런스 프로바이오틱스,"[프로바이오틱스]
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음

[아연]
(가) 정상적인 면역기능에 필요
(나) 정상적인 세포분열에 필요

[셀레늄 또는 셀렌]
유해산소로부터 세포를 보호하는데 필요",프로바이오틱스 유산균 균 배변 장 줄 수 아연 면역 셀레늄 셀렌 산소
데일리 유산균,- 프로바이오틱스 : 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음 ,프로바이오틱스 유산균 균 배변 장 줄 수
데일리 키즈 프로바이오틱스,"프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장 건강에 도움을 줄 수 있음
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌",프로바이오틱스 유산균 균 배변 장 줄 수 비타민 칼슘 인 뼈 골다공증 감소
