제조사,제품명,신고번호,등록일,유통기한,기능성
주식회사한미양행,더나은 루테인아스타잔틴,200400150831291,20200514,제조일로부터 24개월,"[루테인] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
[아스타잔틴] 눈의 피로도 개선에 도움을 줄 수 있음.
[비타민A] 어두운 곳에서 시각 적응을 위해 필요. 피부와 점막을 형성하고 기능을 유지하는데 필요. 상피세포의 성장과 발달에 필요."
주식회사 리앤씨바이오,더나은 아스타잔틴 루테인,202000161897,20210616,제조일로부터 24개월,"노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

①눈의 피로도 개선에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요"
콜마비앤에이치(주)음성공장,더다른 감마리놀렌산,200600200032337,20220223,제조일로부터 24개월,"- 감마리놀렌산 : 혈중 콜레스테롤 개선･혈행개선･월경전 변화에 의한 불편한 상태 개선･면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
(주)알피바이오,더다른 알티지 오메가3,200400170061093,20210215,제조일로부터 24개월,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선·혈행 개선··건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①유해산소로부터 세포를 보호하는데 필요"
(주)알피바이오,더다른 올인원 종합비타민,200400170061100,20210223,제조일로부터 24개월까지,"[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[요오드] ①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요
[나이아신] ①체내 에너지 생성에 필요
[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] ①체내 산소운반과 혈액생성에 필요②에너지 생성에 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간] ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[몰리브덴] 산화·환원 효소의 활성에 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민B2] ①체내 에너지 생성에 필요
[비타민B1] ①탄수화물과 에너지 대사에 필요
[셀레늄] ①유해산소로부터 세포를 보호하는데 필요
[비타민B12] ①정상적인 엽산 대사에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[구리] ①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[비타민K] ①정상적인 혈액응고에 필요②뼈의 구성에 필요
[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)서흥,더다른 이뮨타민 올인원,200400200061930,20240306,제조일로부터 24개월,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요  
나이아신 : 체내 에너지 생성에 필요
셀레늄 : 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌
엽산 : (1) 세포와 혈액생성에 필요 (2) 태아 신경관의 정상 발달에 필요 (3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B12 : (1) 정상적인 엽산 대사에 필요"
(주)서흥,더다른 이뮨타민 올인원 알파,200400200061647,20210609,제조일로부터 24개월,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요  
나이아신 : 체내 에너지 생성에 필요
셀렌 : 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민A : (1) 어두운 곳에서 시각 적응을 위해 필요 (2) 피부와 점막을 형성하고 기능을 유지하는데 필요 (3) 상피세포의 성장과 발달에 필요
비타민D : (1) 칼슘과 인이 흡수되고 이용되는데 필요 (2) 뼈의 형성과 유지에 필요 (3) 골다공증발생 위험 감소에 도움을 줌"
광동헬스바이오(주) 2공장,더다른 초임계 쏘팔메토 & 옥타루테인 이뮨,200400200141791,20240118,제조일로부터 24개월,"[쏘팔메토열매추출물]
① 전립선 건강의 유지에 도움을 줄 수 있음
[마리골드꽃추출물]
① 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[아연]
① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[비타민E]
① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[옥타코사놀 함유 유지]
① 지구력 증진에 도움을 줄 수 있음
[셀렌]
① 유해산소로부터 세포를 보호하는데 필요
[비타민B1]
① 탄수화물과 에너지 대사에 필요
[비타민B2]
① 체내 에너지 생성에 필요
[비타민A]
① 어두운 곳에서 시각 적응을 위해 필요
② 피부와 점막을 형성하고 기능을 유지하는데 필요
③ 상피세포의 성장과 발달에 필요
[비타민D]
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌"
코스맥스바이오(주),더다른루테인아스타잔틴,200400200022974,20210823,제조일로부터 2년,"1) 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음 
2) 헤마토코쿠스 추출물 : 눈의 피로도 개선에 도움을 줄 수 있음
3) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
4) 베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요"
광동헬스바이오(주) 2공장,더로즈마리자몽,200400200141253,20200626,제조일로부터 18개월,"[로즈마리자몽추출복합물(Nutroxsun)(제2019-25호)]
 - (국문) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음
 - (영문) May help to maintain skin health from skin damage by UV radiation"
주식회사 노바렉스2공장,더루테인 알티지 오메가3,20060020008716,20210621,제조일로부터 24개월,"(국문) 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음 
(영문) May help the eye health by maintaining the density of macular pigments which can be decreased by aging
(가) 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
(나) 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
①유해산소로부터 세포를 보호하는데 필요
①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요"
코스맥스엔비티(주),더루테잔틴,200700170352441,20230623,제조일로부터 24개월,"[비타민A]
어두운 곳에서 시각 적응을 위해 필요
피부와 점막을 형성하고 기능을 유지하는데 필요
상피세포의 성장과 발달에 필요

[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민C]
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[마리골드꽃추출물]
노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈건강에 도움을 줄 수 있음

[헤마토코쿠스 추출물]
눈의 피로도 개선에 도움을 줄 수 있음"
주식회사 뉴트리플래닛,더마 뷰티 콜라겐 비오틴 앰플,2019001602423,20240717,제조일로부터 18개월,"피쉬 콜라겐펩타이드(제2019-12호)
(국문)
 -자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음
 -피부보습에 도움을 줄 수 있음
(영문)
  -May help to maintain skin health from skin damage by UV radiation
  -May help to maintain skin moisturizing

비타민B1
탄수화물과 에너지 대사에 필요

비타민B2
체내 에너지 생성에 필요

나이아신
체내 에너지 생성에 필요

비타민B6
1. 단백질 및 아미노산 이용에 필요
2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

셀렌
1. 유해산소로부터 세포를 보호하는데 필요

비오틴
1. 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
코스맥스엔비티(주),더마 프로바이오틱스,200700170352205,20220826,제조일로부터 18개월,"[Lactobacillus sakei Probio65(제 2013-17호)]
면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
[프로바이오틱스] 
유산균 증식 및 유해균 억제 • 배변활동 원활 • 장건강에 도움을 줄 수 있음"
(주)아오스,더마3,2014002001252,20200512,24개월,"①피부보습에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요"
코스맥스바이오(주),더마뷰티 스킨부스터,200400200023414,20230609,제조일로부터 2년,"1) 로즈마리추출물등복합물 : 자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음.
2) 히알루론산 : 피부보습에 도움을 줄 수 있음.
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요.
5) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요."
코스맥스엔비티(주),더마콜라겐 비오틴맥스,200700170352495,20230810,제조일로부터 24개월,"[비타민A]
어두운 곳에서 시각 적응을 위해 필요
피부와 점막을 형성하고 기능을 유지하는데 필요
상피세포의 성장과 발달에 필요

[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민C]
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[셀레늄]
유해산소로부터 세포를 보호하는데 필요

[저분자콜라겐펩타이드NS(제2019-20호)]
자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음
피부보습에 도움을 줄 수 있음"
주식회사 노바렉스,더마콜라겐 시그니처,200400200082651,20230119,제조일로부터 24개월,"[저분자콜레간펩타이드NS]
-자외선에 의한 피부손상으로부터 피부건강을 유지하는데  도움을 줄 수 있음
-피부보습에 도움을 줄 수 있음
May help to maintain skin health from skin damage by UV radiation
May help to maintain skin moisturizing
[셀렌] ①유해산소로부터 세포를 보호하는데 필요
[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민A] ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비오틴] (1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
주식회사 노바렉스,더마콜라겐 시그니처 에센스,200400200083025,20241010,제조일로부터 24개월,"[저분자콜라겐펩타이드NS(기능성원료인정 제2019-20호)] (국문) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데  도움을 줄 수 있음, 피부보습에 도움을 줄 수 있음 (영문) May help to maintain skin health from skin damage by UV radiation, May help to maintain skin moisturizing
[셀레늄] 유해산소로부터 세포를 보호하는데 필요
[비타민C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
주식회사 노바렉스2공장,더마콜라겐 이시샷,200600200081096,20240711,제조일로부터 15개월,"[저분자콜라겐펩타이드NS(기능성원료인정제2019-20호)] 
(국문) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데  도움을 줄 수 있음, 피부보습에 도움을 줄 수 있음
(영문) May help to maintain skin health from skin damage by UV radiation, May help to maintain skin moisturizing"
주식회사 노바렉스,더마콜라겐 탱탱 젤리 스틱,200400200082990,20240819,제조일로부터 18개월,"[저분자콜라겐펩타이드NS(기능성원료인정제2019-20호)] (국문) 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음, 피부보습에 도움을 줄 수 있음 (영문) May help to maintain skin health from skin damage by UV radiation, May help to maintain skin moisturizing"
한국바이오팜(주)에이치피,더마타민,20040020046384,20150522,24개월,"[N-아세틸글루코사민 제품]①관절 및 연골 건강에 도움②피부보습에 도움을 줄 수 있음
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B2]①체내 에너지 생성에 필요
"
주식회사 아리너스,더마타민-B,2011002009910,20150522,24개월,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[N-아세틸글루코사민 제품]①관절 및 연골 건강에 도움②피부보습에 도움을 줄 수 있음
N-아세틸글루코사민 : 관절건강에 도움, 피부보습에 도움을 줄 수 있음
 비타민B1 : 탄수화물 에너지 대사에 필요
 비타민B2 : 체내에너지 생성에 필요
 비타민B6 : 단백질 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
 나이아신: 체내에너지생성에 필요
 판토텐산칼슘 : 지방, 단백질, 탄수화물 대사와  에너지 생성에 필요 N-아세틸글루코사민 : 관절건강에 도움, 피부보습에 도움을 줄 수 있음
 비타민B1 : 탄수화물 에너지 대사에 필요
 비타민B2 : 체내에너지 생성에 필요
 비타민B6 : 단백질 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
 나이아신: 체내에너지생성에 필요
 판토텐산칼슘 : 지방, 단백질, 탄수화물 대사와  에너지 생성에 필요 "
주식회사 아리너스,더마타민F,2011002009937,20150522,제조일로부터 2년,"[N-아세틸글루코사민 제품]①관절 및 연골 건강에 도움을 줄 수 있음 ②피부보습에 도움을 줄 수 있음
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
 N-아세틸글루코사민 : 관절건강에 도움, 피부보습에 도움을 줄 수 있음
 비타민B1 : 탄수화물 에너지 대사에 필요
 비타민B2 : 체내에너지 생성에 필요
 비타민B6 : 단백질 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
 나이아신: 체내에너지생성에 필요
 판토텐산칼슘 : 지방, 단백질, 탄수화물 대사와  에너지 생성에 필요  N-아세틸글루코사민 : 관절건강에 도움, 피부보습에 도움을 줄 수 있음
 비타민B1 : 탄수화물 에너지 대사에 필요
 비타민B2 : 체내에너지 생성에 필요
 비타민B6 : 단백질 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
 나이아신: 체내에너지생성에 필요
 판토텐산칼슘 : 지방, 단백질, 탄수화물 대사와  에너지 생성에 필요 "
주식회사 네추럴웨이,더마타민에프(F),20040015104140,20200203,제조일로부터 24개월까지,"NAG(N-아세틸글루코사민) : 관절 및 연골 건강·피부보습에 도움을 줄 수 있음
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
비타민B6 : ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
나이아신 : 체내 에너지 생성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
코스맥스엔비티(주),더모이스처,200700170352665,20240321,제조일로부터 24개월,"[비타민A]
어두운 곳에서 시각 적응을 위해 필요
피부와 점막을 형성하고 기능을 유지하는데 필요
상피세포의 성장과 발달에 필요

[나이아신]
체내 에너지 생성에 필요

[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비오틴]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민C]
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[NAG(엔에이지, N-아세틸글루코사민, N-Acetylglucosamine)]
관절 및 연골 건강에 도움을 줄 수 있음

[히알루론산]
피부보습에 도움을 줄 수 있음"
