제조사,제품명,신고번호,등록일,유통기한,기능성
코스맥스엔비티(주),디노키즈생유산균 골드,200700170351130,20180521,제조일로부터 18개월,"[비타민 D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[프로바이오틱스] 유산균 증식 및 유해균 억제 ･배변활동 원활 ･장 건강에 도움을 줄 수 있음"
농업회사법인(주)힐링팜,디노홍삼 면역젤리,20090016001108,20230405,제조일로부터 18개월,"[홍삼]면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음
[아연]정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[나이아신]체내 에너지 생성에 필요
[비타민B1]탄수화물과 에너지 대사에 필요"
광동헬스바이오(주) 2공장,디메트.셀(DMET.Sel),200400200141259,20200707,제조일로부터 24개월,"[마그네슘]
① 에너지 이용에 필요 ② 신경과 근육 기능 유지에 필요
[비타민D]
① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌
[아연]
① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]
유해산소로부터 세포를 보호하는데 필요"
주식회사 노바렉스,디벨롭 비타민D (d.velop vitamin D),200400200082898,20240507,제조일로부터 24개월,"[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요"
에스에스바이오팜(주),디센큐 디(dixenQ D) 골드,20160012278136,20211203,제조일로부터 24개월,"[가르시니아캄보지아추출물] ①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
[비타민B1] ①탄수화물과 에너지 대사에 필요
[비타민B2] ①체내 에너지 생성에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
에스에스바이오팜(주),디센큐 유(dixenQ U),20160012278139,20211203,제조일로부터 18개월,"[프로바이오틱스] ①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활 및 장건강에 도움을 줄 수 있음
[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)] ①유해산소로부터 세포를 보호하는데 필요"
엔피케이(주),디셀 3000,201000190041022,20200728,제조일부터 24 개월,"[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요"
에스케이내추럴팜(주),디스틸퓨어 식물성엠에스엠 플러스,20040017106419,20200731,제조일로부터 24개월,"[엠에스엠(MSM)] ① 관절 및 연골건강에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
노비스바이오(주),디액트,20040020041533,20240723,24개월,",[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
[비타민 C] 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 
[나이아신] 체내 에너지 생성에 필요 
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌 
[비타민B2] 체내 에너지 생성에 필요 
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 
[비타민A] 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요 
[셀레늄] 유해산소로부터 세포를 보호하는데 필요 
[망간] 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요"
엔피케이(주),디어마이베이비 스텝1,20100019004940,20191014,제조일부터 24 개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[크롬] X"
(주)한국씨엔에스팜,디어맘 모닝,200400200072532,20210118,제조일로부터 24개월,"[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B12] ①정상적인 엽산 대사에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[나이아신] ①체내 에너지 생성에 필요

[셀렌] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[판토텐산] ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여"
코스맥스엔비티(주),디엑스 캡슐팩 (DX Capsule Pack),200700170352758,20240723,제조일로부터 24개월,"[비타민 B1]
탄수화물과 에너지 대사에 필요

[비타민 B2]
체내 에너지 생성에 필요

[나이아신]
체내 에너지 생성에 필요

[비타민 B6]
단백질 및 아미노산 이용에 필요
혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[밀크씨슬(카르두스 마리아누스) 추출물]
간 건강에 도움을 줄 수 있음"
(주)서흥,디엘오 코어팩,200400200061584,20201202,제조일부터 24개월,"EPA 및 DHA 함유 유지 : 혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

칼슘 : ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

비타민C : ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

셀렌 : ①유해산소로부터 세포를 보호하는데 필요

마그네슘 : ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

비타민E : ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

비타민B1 : ①탄수화물과 에너지 대사에 필요

비타민B6 : ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

코엔자임Q10 : ①항산화·높은 혈압 감소에 도움을 줄 수 있음

비타민B12 : ①정상적인 엽산 대사에 필요

판토텐산 : ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

나이아신 : ①체내 에너지 생성에 필요

몰리브덴 : 산화·환원 효소의 활성에 필요

마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

비타민B2 : ①체내 에너지 생성에 필요

비타민D : ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

비오틴 : ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

아연 : ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

망간 : ①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

비타민A : ①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

비타민K : ①정상적인 혈액응고에 필요②뼈의 구성에 필요

엽산 : ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

요오드 : ①갑상선 호르몬의 합성에 필요②에너지 생성에 필요③신경발달에 필요"
한독화장품(주),디엘오 코어팩 2.1,2011001701626,20221227,제조일로부터 24개월,"(비타민 C)
①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
(비타민 E)
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
(나이아신)
①체내 에너지 생성에 필요
(아연)
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
(판토텐산)
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
(셀레늄(셀렌))
①유해산소로부터 세포를 보호하는데 필요
(비오틴)
①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
(크롬)
①체내 탄수화물, 지방, 단백질 대사에 관여
(비타민 B12)
①정상적인 엽산 대사에 필요
(비타민 B6)
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
(비타민 B1)
①탄수화물과 에너지 대사에 필요
(비타민 B2)
①체내 에너지 생성에 필요
(엽산)
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
(비타민 K)
①정상적인 혈액응고에 필요②뼈의 구성에 필요
(칼슘)
①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
(마그네슘)
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
(비타민 D)
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
(EPA 및 DHA 함유 유지)
①혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음 ②건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음
(코엔자임 Q10)
①항산화·높은 혈압 감소에 도움을 줄 수 있음
(비타민 A)
①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
(마리골드꽃추출물)
노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음"
주식회사 상상바이오,디엘오 코어팩 2.2,20200016052200,20240415,제조일로부터 24개월까지,"정제1 : 
[마그네슘] ① 에너지 이용에 필요 ② 신경과 근육 기능 유지에 필요
[칼슘] ① 뼈와 치아 형성에 필요 ② 신경과 근육 기능 유지에 필요 ③ 정상적인 혈액응고에 필요 ④ 골다공증발생 위험 감소에 도움을 줌
[비타민D] ① 칼슘과 인이 흡수되고 이용되는데 필요 ② 뼈의 형성과 유지에 필요 ③ 골다공증발생 위험 감소에 도움을 줌

정제2 : 
[비타민E] ① 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민K] ① 정상적인 혈액응고에 필요 ② 뼈의 구성에 필요
[비타민B1] ① 탄수화물과 에너지 대사에 필요
[비타민B2] ① 체내 에너지 생성에 필요
[나이아신] ① 체내 에너지 생성에 필요
[판토텐산] ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] ① 단백질 및 아미노산 이용에 필요 ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비오틴] ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산] ① 세포와 혈액생성에 필요 ② 태아 신경관의 정상 발달에 필요 ③ 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12] ① 정상적인 엽산 대사에 필요
[비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] ① 정상적인 면역기능에 필요 ② 정상적인 세포분열에 필요
[셀렌] ① 유해산소로부터 세포를 보호하는데 필요
[크롬] ① 체내 탄수화물, 지방, 단백질 대사에 관여

캡슐3 : 
[EPA및DHA함유유지] ① 혈중 중성지질 개선 ･ 혈행 개선 ･ 기억력 개선 ･ 건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음 
[코엔자임Q10] ① 항산화 ･ 높은 혈압 감소에 도움을 줄 수 있음
[마리골드꽃추출물] ① 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[비타민A] ① 어두운 곳에서 시각 적응을 위해 필요 ② 피부와 점막을 형성하고 기능을 유지하는데 필요 ③ 상피세포의 성장과 발달에 필요"
주식회사 노바렉스,디엠4080(DM4080),20040020008994,20150522,제조일로부터 2년,"[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
"
주식회사 노바렉스,디엠4080키즈츄정,200400200081225,20150522,제조일로부터 24개월,"[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
"
주식회사 노바렉스,디엠4080플러스,200400200081310,20150522,24개월,"[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
"
콜마비앤에이치(주)음성공장,디제로킹 지티GT 스텝2,200600200032462,20220701,제조일로부터 18개월 ,"- 프로바이오틱스 : 유산균 증식 및 유해균 억제 · 배변활동 원활 · 장건강에 도움을 줄 수 있음
- 비타민 A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
- 셀렌 : 유해산소로부터 세포를 보호하는데 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요"
한국바이오팜(주),딜라이티프로틴쉐이크,2022002106761,20240122,제조일로부터 24개월,"[단백질]①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
주식회사 노바렉스,딥트3일 듀얼버닝 베어,200400200082923,20240611,제조일로부터 24개월,"[미역 등 복합추출물(잔티젠)(기능성원료인정 제2013-10호)] (국문) 체지방 감소에 도움을 줄 수 있음, (영문) May help to reduce body fat
[레몬버베나추출물 등 복합물(티에뜨레®)(기능성원료인정 제2022-13호] (국문) 체지방 감소에 도움을 줄 수 있음, (영문) May help to reduce body fat
[나이아신] 체내 에너지 생성에 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요"
주식회사 제이비케이랩,라라 올케어 에프,2016000751579,20211221,제조일로부터 24개월,"[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[셀레늄] 유해산소로부터 세포를 보호하는데 필요"
(주)한풍네이처팜,라라그린프로폴리스,201200190071020,20241024,제조일로부터 24개월까지,"[프로폴리스추출물] 항산화, 구강에서의 항균작용에 도움을 줄 수 있음
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요"
주식회사 상상바이오,라라스텝 에너지,2017286000752,20241202,제조일로부터 24개월,"[홍삼]
① 면역력 증진 ･ 피로개선에 도움을 줄 수 있음
② 혈소판 응집억제를 통한 혈액흐름 ･기억력 개선 ･ 항산화에 도움을 줄 수 있음 
[옥타코사놀]
① 지구력 증진에 도움을 줄 수 있음 
[비타민 B1]
① 탄수화물과 에너지 대사에 필요
[비타민 B2]
① 체내 에너지 생성에 필요
[아연]
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요"
(주)오투바이오,라라초임계루테인아스타잔틴,20130020008457,20230920,제조일로부터 24개월 ,"[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

[헤마토코쿠스추출물] ①눈의 피로도 개선에 도움을 줄 수 있음

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민B2] (1) 체내 에너지 생성에 필요

[셀레늄] ①유해산소로부터 세포를 보호하는데 필요"
주식회사 코스팜,라라파워에너지,20172880236322,20240821,제조일로부터 24개월,"[비타민B1]
1) 탄수화물과 에너지 대사에 필요

[비타민B2]
1) 체내 에너지 생성에 필요

[나이아신]
1) 체내 에너지 생성에 필요

[판토텐산]
1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[비타민B6]
1) 단백질 및 아미노산 이용에 필요
2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[엽산]
1) 세포와 혈액생성에 필요
2) 태아 신경관의 정상 발달에 필요
3) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비오틴]
1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

[아연]
1) 정상적인 면역기능에 필요
2) 정상적인 세포분열에 필요

[셀렌]
1) 유해산소로부터 세포를 보호하는데 필요

[크롬]
1) 체내 탄수화물, 지방, 단백질 대사에 관여

[비타민B12]
1) 정상적인 엽산 대사에 필요"
광동헬스바이오(주) 2공장,라비노스,200400200141763,20231031,제조일로부터 24개월,"[나이아신]
체내 에너지 생성에 필요
[판토텐산]
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[비타민B2]
체내 에너지 생성에 필요
[비타민B12]
정상적인 엽산 대사에 필요
[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1]
탄수화물과 에너지 대사에 필요
[셀렌]
유해산소로부터 세포를 보호하는데 필요
[엽산]
①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
코스맥스엔비티(주),라비드베베 프리미엄 키즈 유산균,200700170352754,20240718,제조일로부터 18개월,"[비타민 D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[프로바이오틱스]
유산균 증식 및 유해균 억제 ･배변활동 원활 ･장 건강에 도움을 줄 수 있음"
엠에스바이오텍(주),라비앙 퍼펙트 비피더스 밸런스 플러스,200400200201347,20240829,제조일로부터 18개월,"* 프로바이오틱스
① 유산균 증식 및 유해균 억제에 도움을 줄 수 있음
② 배변활동 원활에 도움을 줄 수 있음
③ 장건강에 도움을 줄 수 있음

아연
1. 정상적인 면역기능에 필요
2. 정상적인 세포분열에 필요

비타민 B1
탄수화물과 에너지 대사에 필요

비타민 B2
체내 에너지 생성에 필요

비타민B6
1. 단백질 및 아미노산 이용에 필요
2. 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

판토텐산
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

셀렌
유해산소로부터 세포를 보호하는데 필요

엽산
(가) 세포와 혈액생성에 필요
(나) 태아 신경관의 정상 발달에 필요
(다) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
(주)알피바이오,라비킷 라비타뮨,200400170061656,20230627,제조일로부터 18개월,"[알로에 겔]
-피부건강·장 건강·면역력 증진에 도움을 줄 수 있음

[비타민B1]
(1) 탄수화물과 에너지 대사에 필요

[비타민B6]
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[나이아신]
①체내 에너지 생성에 필요

[셀렌]
①유해산소로부터 세포를 보호하는데 필요

[아연]
①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
(주)한풍네이처팜,라세핀 앤 간건강 스트레스 케어,20120019007987,20240729,제조일로부터 24개월까지,"[밀크씨슬 추출물] 간 건강에 도움을 줄 수 있음
[홍경천 추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요"
(주)한풍네이처팜,라세핀 앤 이뮨 액상 멀티비타민,20120019007985,20240726,제조일로부터 18개월까지,"[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2] 체내 에너지 생성에 필요
[철] 체내 산소운반과 혈액생성에 필요 / 에너지 생성에 필요
[몰리브덴] 산화, 환원 효소의 활성에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[베타카로틴] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[크롬] 체내 탄수화물, 지방, 단백질 대사에 관여
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[구리] 철의 운반과 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[비타민K] 정상적인 혈액응고에 필요 / 뼈의 구성에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요
[나이아신] 체내 에너지 생성에 필요
[망간] 뼈 형성에 필요 / 에너지 이용에 필요 / 유해산소로부터 세포를 보호하는데 필요
[요오드] 갑상선 호르몬의 합성에 필요 / 에너지 생성에 필요 / 신경발달에 필요"
(주)한국씨엔에스팜,라스큐란,200400200071990,20180627,제조일로부터 24개월,"[은행잎추출물] ①기억력 개선에 도움을 줄 수 있음 ②혈행 개선에 도움을 줄 수 있음

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요"
코스맥스엔비티(주),라엘 밸런스 요로건강 크랜베리,200700170352143,20220623,제조일로부터 24개월,"[파크랜 크랜베리 분말(기능성원료인정제2014-34호)]
 요로의 유해균 흡착 억제로 요로건강에 도움을 줄 수 있음
[아연] 
 ① 정상적인 면역기능에 필요
 ② 정상적인 세포분열에 필요"
동서바이오팜(주),라온차 진(眞),20040017025672,20220516,제조일로부터 24개월까지,"[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
(주)서흥 오송2공장,라이블링 멀티비타민 구미,20172880295110,20250205,제조일로부터 18개월,"비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
아연 : (1) 정상적인 면역기능에 필요 (2) 정상적인 세포분열에 필요
나이아신 : 체내 에너지 생성에 필요
망간 : (1) 뼈 형성에 필요 (2) 에너지 이용에 필요 (3) 유해산소로부터 세포를 보호하는데 필요
비타민B6 : (1) 단백질 및 아미노산 이용에 필요 (2) 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
비타민B1 : 탄수화물과 에너지 대사에 필요
비타민B2 : 체내 에너지 생성에 필요
요오드 : (1) 갑상선 호르몬의 합성에 필요 (2) 에너지 생성에 필요 (3) 신경발달에 필요
비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
(주)한풍네이처팜,라이코펜 15 맥스,20120019007939,20240523,제조일로부터 24개월까지,"[토마토추출물] 항산화에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요"
(주)한국씨엔에스팜,라이코펜 토마토의 힘,200400200071744,20170103,제조일로부터 24개월,"12. 기능성 내용
(1) 토마토추출물: 항산화에 도움을 줄 수 있음
(2) 아연: 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
(3) 베타카로틴: 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요"
