제조사,제품명,신고번호,등록일,유통기한,기능성
코스맥스엔비티(주),더마그,200700170352253,20221019,제조일로부터 18개월,"[마그네슘]
①에너지 이용에 필요
②신경과 근육 기능 유지에 필요
[요오드]
①갑상선 호르몬의 합성에 필요
②에너지 생성에 필요
③신경발달에 필요
[비타민E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
(주)한국씨엔에스팜,더맘 칼슘,200400200072534,20210118,제조일로부터 24개월까지,"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
코스맥스엔비티(주),더본 칼슘,200700170352172,20220801,제조일로부터 18개월까지,"[칼슘]
①뼈와 치아 형성에 필요
②신경과 근육 기능 유지에 필요
③정상적인 혈액응고에 필요
④골다공증발생 위험 감소에 도움을 줌"
코스맥스엔비티(주),더블 본 파워(Double Bone Power),20070017035830,20160720,제조일로부터 24개월,"[칼슘]
①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[마그네슘]
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민D]
①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
(주)허브큐어,더블 스텝 플러스,20040015162248,20180905,제조일로부터 2년까지,①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
(주)비오팜,더블본 파워,200400170211587,20231113,제조일로부터 24개월,"[칼슘]  ①뼈와 치아 형성에 필요 ②신경과 근육 기능 유지에 필요 ③정상적인 혈액응고에 필요 ④골다공증발생 위험 감소에 도움을 줌
[마그네슘] ①에너지 이용에 필요 ②신경과 근육 기능 유지에 필요
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요 ②뼈의 형성과 유지에 필요 ③골다공증발생 위험 감소에 도움을 줌"
엠에스바이오텍(주),더블아웃,20040020020873,20210326,제조일로부터 24개월,"* 마그네슘
① 에너지 이용에 필요
② 신경과 근육 기능 유지에 필요

* 비오틴
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

* 비타민B1
① 탄수화물과 에너지 대사에 필요

* 비타민B2
① 체내 에너지 생성에 필요

* 비타민B6
① 단백질 및 아미노산 이용에 필요
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

* 비타민C
① 결합조직 형성과 기능유지에 필요
② 철의 흡수에 필요
③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 키토산 / 키토올리고당
① 혈중 콜레스테롤 개선·체지방 감소에 도움을 줄 수 있음
	1) 혈중 콜레스테롤 개선에 도움을 줄 수 있음 ( : 키토산 또는 키토올리고당으로서 1.2~4.5 g)
	2) 체지방 감소에 도움을 줄 수 있음 ( : 키토산으로서 3.0~4.5 g, 키토올리고당으로서 3 g)

* 판토텐산 ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요"
엠에스바이오텍(주),더블엑스 더블유피아이,20040020020481,20160620,제조일로부터 24개월,"① 근육, 결합조직 등 신체조직의 구성성분 ② 효소, 호르몬, 항체의 구성에 필요 ③ 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요 ④ 체액, 산-염기의 균형 유지에 필요 ⑤ 에너지, 포도당, 지질의 합성에 필요"
엠에스바이오텍(주),더블엑스 더블유피아이에이치,20040020020482,20160620,제조일로부터 24개월,"①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요"
엠에스바이오텍(주),더블엑스 웨이프로틴,20040020020480,20160620,제조일로부터 24개월,"① 근육, 결합조직 등 신체조직의 구성성분 ② 효소, 호르몬, 항체의 구성에 필요 ③ 체내 필수 영양성분이나 활성물질의 운반과 저장에 필요 ④ 체액, 산-염기의 균형 유지에 필요 ⑤ 에너지, 포도당, 지질의 합성에 필요"
엠에스바이오텍(주),더블엑스게이너,20040020020500,20160808,제조일로부터 24개월,"①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요"
엔피케이(주),더블엔 미네랄멀티비타민,201000190041213,20221025,제조일로부터 24 개월,"[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필
요
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험감소에 도움을 줌
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요"
태웅식품(주),더블유피에이취(WPH),20040020003106,20150522,제조일로부터 24개월,"[단백질]①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요"
태웅식품(주),더블유피에이취(WPH)플러스(PLUS) 웨이트(WEIGHT),20040020003109,20150522,제조일로부터 24개월,"[단백질]①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요"
코스맥스엔비티(주),더비지알덴타7,200700170352799,20241008,제조일로부터 24개월,"[비타민 E]
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민 C]
결합조직 형성과 기능유지에 필요
철의 흡수에 필요
항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[칼슘]
뼈와 치아 형성에 필요
신경과 근육 기능 유지에 필요
정상적인 혈액응고에 필요
골다공증발생 위험 감소에 도움을 줌

[프로폴리스추출물]
항산화에 도움을 줄 수 있음"
(주)한국씨엔에스팜,더스트롱 마그네슘,200400200072582,20210317,제조일로부터 24개월까지,"[마그네슘] 에너지 이용에 필요 / 신경과 근육 기능 유지에 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[나이아신] 체내 에너지 생성에 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요"
(주)한국씨엔에스팜,더스트롱 포 맨,200400200071435,20150522,제조일로부터 24개월,"[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요
[마그네슘]①에너지 이용에 필요②신경과 근육 기능 유지에 필요
"
(주)한국씨엔에스팜,더스트롱포맨 옥타,200400200072199,20190617,제조일로부터 24개월,"[옥타코사놀 함유 유지] ①지구력 증진에 도움을 줄 수 있음

[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2] ①체내 에너지 생성에 필요

[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[비타민E] ①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요

[셀렌] ①유해산소로부터 세포를 보호하는데 필요"
(주)한국씨엔에스팜,더스트롱포맨 올인원,200400200073097,20240223,제조일로부터 24개월까지,"[옥타코사놀 함유 유지] 지구력 증진에 도움을 줄 수 있음
[홍경천 추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[비타민 B1] 탄수화물과 에너지 대사에 필요
[비타민 B2] 체내 에너지 생성에 필요
[비타민 B6] 단백질 및 아미노산 이용에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 C] 결합조직 형성과 기능유지에 필요/철의 흡수에 필요/항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 D] 칼슘과 인이 흡수되고 이용되는데 필요/뼈의 형성과 유지에 필요/골다공증발생 위험 감소에 도움을 줌
[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요/정상적인 세포분열에 필요
[마그네슘] 에너지 이용에 필요/신경과 근육 기능 유지에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[엽산] 세포와 혈액생성에 필요/태아 신경관의 정상 발달에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요"
주식회사 이수바이오,더신나게_다시관절,2013001712287,20211007,제조일로부터 18개월까지,"[엠에스엠(MSM, 디메틸설폰) ① 관절 및 연골건강에 도움을 줄 수 있음
[NAG(엔에이지, N-Acetylglucosamine) ①관절 및 연골 건강에 도움을 줄 수 있음
[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌"
광동헬스바이오(주) 2공장,더쎈 마그네슘 440,200400200141730,20230725,제조일로부터 24개월,"[마그네슘] ①에너지 이용에 필요②신경과 근육 기능 유지에 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민B6] ①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
"
(주)웰레스트,더쎈 마그네슘 440,2023002928429,20240328,24개월,"마그네슘 ① 에너지 이용에 필요 ② 신경과 근육 기능 유지에 필요
비타민 B12 ① 정상적인 엽산 대사에 필요.
비타민 B6 ① 단백질 및 아미노산 이용에 필요. ② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
비타민 B1 ① 탄수화물과 에너지 대사에 필요."
(주)오투바이오,더원스트롱본칼슘,20130020008444,20230717,제조일로부터 24개월,"칼슘 - ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

비타민D - ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
(주)코리아화인에프티,더웰스 칼슘 플러스 디,20040017039529,20200520,24개월,"[칼슘] ①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
[비타민D] ①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌"
(주)코리아화인에프티,더웰스 칼슘(The wells calcium),20040017039472,20180719,24개월,"칼슘] 뼈와 치아형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증 발생 위험 감소에 도움을 줌"
포항바이오파크,더이앤 프로틴 콜(The EN PROTEIN CALL),20100018018119,20220901,제조일로부터 2년,"[단백질]
(가)근육, 결합조직 등 신체조직의 구성성분
(나)효소, 호르몬, 항체의 구성에 필요
(다)체내 필수 영양성분이나 활성물질의 운반과 저장에 필요
(라)체액, 산-염기의 균형 유지에 필요
(마)에너지, 포도당, 지질의 합성에 필요"
주식회사 노바렉스,더좋은 프로틴 포뮬라,200400200082460,20211220,제조일로부터 24개월,"①근육, 결합조직 등 신체조직의 구성성분②효소, 호르몬, 항체의 구성에 필요③체내 필수 영양성분이나 활성물질의 운반과 저장에 필요④체액, 산-염기의 균형 유지에 필요⑤에너지, 포도당, 지질의 합성에 필요
①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌
①에너지 이용에 필요②신경과 근육 기능 유지에 필요
①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
①체내 에너지 생성에 필요"
콜마비앤에이치(주)음성공장,더칼슘디,200600200031058,20170210,제조일로부터 24개월,"①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요

①에너지 이용에 필요②신경과 근육 기능 유지에 필요

①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌"
콜마비앤에이치(주)세종3공장,더칼슘디,2024002808067,20240516,제조일로부터 24개월,"- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌
- 마그네슘 : 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
- 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요"
코스맥스바이오(주),더칼슘디젤리,200400200022892,20210513,제조일로부터 18개월,"1) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌.
2) 칼슘 : 뼈와 치아 형성에 필요, 신경과 근육 기능 유지에 필요, 정상적인 혈액응고에 필요, 골다공증발생 위험 감소에 도움을 줌."
코스맥스엔비티(주),더케이투씨엠,200700170352761,20240725,제조일로부터 24개월,"[비타민 D]
칼슘과 인이 흡수되고 이용되는데 필요
뼈의 형성과 유지에 필요
골다공증발생 위험 감소에 도움을 줌

[비타민 K]
정상적인 혈액응고에 필요
뼈의 구성에 필요

[칼슘]
뼈와 치아 형성에 필요
신경과 근육 기능 유지에 필요
정상적인 혈액응고에 필요
골다공증발생 위험 감소에 도움을 줌

[마그네슘]
에너지 이용에 필요
신경과 근육 기능 유지에 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요

[구리]
철의 운반과 이용에 필요
유해산소로부터 세포를 보호하는데 필요

[셀레늄(또는 셀렌)]
유해산소로부터 세포를 보호하는데 필요

[요오드]
갑상선 호르몬의 합성에 필요
에너지 생성에 필요
신경발달에 필요

[망간]
뼈 형성에 필요
에너지 이용에 필요
유해산소로부터 세포를 보호하는데 필요

[몰리브덴]
산화 ･환원 효소의 활성에 필요

[크롬]
체내 탄수화물, 지방, 단백질 대사에 관여"
코스맥스엔비티(주),더케이투씨엠리퀴드,200700170352614,20240109,제조일로부터 18개월,"[칼슘]
뼈와 치아 형성에 필요
신경과 근육 기능 유지에 필요
정상적인 혈액응고에 필요
골다공증발생 위험 감소에 도움을 줌

[마그네슘]
에너지 이용에 필요
신경과 근육 기능 유지에 필요

[아연]
정상적인 면역기능에 필요
정상적인 세포분열에 필요"
