제품명,기능성,processed_text
더비랩 기억력,"[홍삼]①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음

[EPA 및 DHA 함유 유지]①혈중 중성지질 개선·혈행 개선·기억력 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

[옥타코사놀 함유 유지]①지구력 증진에 도움을 줄 수 있음",홍삼 면역 피로 혈액 기억 항산화 줄 수 중성 지질 혈행 기억 눈 눈 줄 수 옥 타코 놀 지구력 줄 수
더비랩 기억력,"[홍삼]①면역력 증진･피로개선에 도움을 줄 수 있음②혈소판 응집억제를 통한 혈액흐름･기억력 개선･항산화에 도움을 줄 수 있음
[은행잎 추출물]①기억력 개선･혈행 개선에 도움을 줄 수 있음
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B12]①정상적인 엽산 대사에 필요
[비타민E]①항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[망간]①뼈 형성에 필요②에너지 이용에 필요②유해산소로부터 세포를 보호하는데 필요
[셀레늄]①유해산소로부터 세포를 보호하는데 필요
[구리]①철의 운반과 이용에 필요②유해산소로부터 세포를 보호하는데 필요",홍삼 면역 피로 줄 수 혈액 기억 항산화 줄 수 은행 잎 물 기억 혈행 줄 수 비타민 철 항산화 산소 비타민 에너지 나이아신 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 항산화 산소 아연 면역 망간 뼈 에너지 산소 셀레늄 산소 구리 철 운반 산소
더비랩 버닝 부스터,"[홍삼] 면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음
[홍경천추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음",홍삼 면역 피로 혈액 기억 항산화 줄 수 홍 물 스트레스 피로 줄 수
더스트롱포맨 올인원,"[옥타코사놀 함유 유지] 지구력 증진에 도움을 줄 수 있음
[홍경천 추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[비타민 B1] 탄수화물과 에너지 대사에 필요
[비타민 B2] 체내 에너지 생성에 필요
[비타민 B6] 단백질 및 아미노산 이용에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민 C] 결합조직 형성과 기능유지에 필요/철의 흡수에 필요/항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 D] 칼슘과 인이 흡수되고 이용되는데 필요/뼈의 형성과 유지에 필요/골다공증발생 위험 감소에 도움을 줌
[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요/정상적인 세포분열에 필요
[마그네슘] 에너지 이용에 필요/신경과 근육 기능 유지에 필요
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[엽산] 세포와 혈액생성에 필요/태아 신경관의 정상 발달에 필요/혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",옥 타코 놀 지구력 줄 수 홍 경천 물 스트레스 피로 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 아연 면역 마그네슘 에너지 신경 근육 셀렌 산소 엽산 혈액 생 태아 경관 혈액 시스테인
더씨케이에비뉴엘캡슐,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
더씨케이오리지날,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
더아드비타,"[홍경천 추출물] 스트레스로 인한 피로 개선에 도움을 줄 수 있음
[테아닌] 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[비타민 E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민 B1] 탄수화물과 에너지 대사에 필요
[비타민 B6]
①단백질 및 아미노산 이용에 필요
②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[판토텐산]  지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[코엔자임Q10] 항산화･높은 혈압 감소에 도움을 줄 수 있음
[비타민 B2] 체내 에너지 생성에 필요
[비타민 B12] 정상적인 엽산 대사에 필요
[비타민 C]
①결합조직 형성과 기능유지에 필요
②철의 흡수에 필요
③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[나이아신] 체내 에너지 생성에 필요
[비타민 D]
①칼슘과 인이 흡수되고 이용되는데 필요
②뼈의 형성과 유지에 필요
③골다공증발생 위험 감소에 도움을 줌
[옥타코사놀 함유 유지] 지구력 증진에 도움을 줄 수 있음
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]
①세포와 혈액생성에 필요
②태아 신경관의 정상 발달에 필요
③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",홍 경천 물 스트레스 피로 줄 수 테아닌 스트레스 긴장 완화 줄 수 비타민 항산화 산소 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생 코엔자임 항산화 혈압 감소 줄 수 비타민 에너지 생 비타민 엽산 비타민 철 항산화 산소 나이아신 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 옥 타코 놀 지구력 줄 수 비오틴 지방 단백질 에너지 생 엽산 혈액 생 태아 경관 혈액 시스테인
더이앤 맑을청,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
더이앤알티지오메가루테인아스타잔틴,"혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음

노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음

①눈의 피로도 개선에 도움을 줄 수 있음",중성 지질 혈행 눈 눈 줄 수 노화 감소 수 황반 색소 밀도 눈 줄 수 눈 피로 줄 수
더존홍삼농축액10,"① 면역력 증진, 피로개선에 도움을 줄 수 있음 
② 혈소판 응집 억제를 통한 혈액흐름, 기억력 개선, 항산화에 도움을 줄 수 있음",면역 피로 줄 수 혈액 기억 항산화 줄 수
더존홍삼농축액6,"① 면역력 증진, 피로개선에 도움을 줄 수 있음 
② 혈소판 응집 억제를 통한 혈액흐름, 기억력 개선, 항산화에 도움을 줄 수 있음",면역 피로 줄 수 혈액 기억 항산화 줄 수
더존홍삼농축액7,"① 면역력 증진, 피로개선에 도움을 줄 수 있음 
② 혈소판 응집 억제를 통한 혈액흐름, 기억력 개선, 항산화에 도움을 줄 수 있음",면역 피로 줄 수 혈액 기억 항산화 줄 수
더존홍삼농축액8,"① 면역력 증진, 피로개선에 도움을 줄 수 있음 
② 혈소판 응집 억제를 통한 혈액흐름, 기억력 개선, 항산화에 도움을 줄 수 있음",면역 피로 줄 수 혈액 기억 항산화 줄 수
더징크디홍삼젤리,"1) 홍삼 : ①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
2) 아연 : ①정상적인 면역기능에 필요 ②정상적인 세포분열에 필요
3) 나이아신 : 체내 에너지 생성에 필요
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수 아연 면역 나이아신 에너지 생
더채운홍삼오리지널,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
더채운홍삼프리미엄,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
더청춘M,"홍삼 - ①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음.

비타민B1 - ①탄수화물과 에너지 대사에 필요

비타민B2 - ①체내 에너지 생성에 필요

아연 - ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

옥타코사놀 - ①지구력 증진에 도움을 줄 수 있음",홍삼 면역 피로 혈액 기억 항산화 줄 수 비타민 에너지 비타민 에너지 생 아연 면역 옥 타코 놀 지구력 줄 수
더팜 레드코큐텐,"①항산화·높은 혈압 감소에 도움을 줄 수 있음

①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화·에 도움을 줄 수 있음",항산화 혈압 감소 줄 수 면역 피로 혈액 기억 항산화 줄 수
더힘찬 면역 홍삼정 23,"①면역력 증진에 도움을 줄 수 있음 ②피로개선에 도움을 줄 수 있음 ③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음 ④기억력 개선에 도움을 줄 수 있음 ⑤항산화에 도움을 줄 수 있음
",면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
더힘찬이경제홍삼스틱,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
더힘찬이경제홍삼정,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
데르니에G,"[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음
",홍삼 면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
데이비드홍삼,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
데이정,"[홍삼] 면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요, 정상적인 세포분열에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[밀크씨슬(카르두스마리아누스)추출물] 간 건강에 도움을 줄 수 있음",홍삼 면역 피로 혈액 기억 항산화 줄 수 비타민 항산화 산소 아연 면역 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 밀크 슬 카르 스마 리아 누스 물 간 줄 수
데이터픽 직장인 올인원 멀티팩,"[EPA 및 DHA 함유 유지] 혈중 중성지질 개선, 혈행 개선에 도움을 줄 수 있음
[마리골드꽃추출물] 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음
[헤마토코쿠스 추출물] 눈의 피로도 개선에 도움을 줄 수 있음
[밀크씨슬 추출물] 간 건강에 도움을 줄 수 있음
[칼슘] 뼈와 치아 형성에 필요 / 신경과 근육 기능 유지에 필요 / 정상적인 혈액응고에 필요 / 골다공증발생 위험 감소에 도움을 줌
[마그네슘] 에너지 이용에 필요 / 신경과 근육 기능 유지에 필요
[비타민C] 결합조직 형성과 기능유지에 필요 / 철의 흡수에 필요 / 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
[철] 체내 산소운반과 혈액생성에 필요 / 에너지 생성에 필요
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[나이아신] 체내 에너지 생성에 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요
[비오틴] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민A] 어두운 곳에서 시각 적응을 위해 필요 / 피부와 점막을 형성하고 기능을 유지하는데 필요 / 상피세포의 성장과 발달에 필요
[비타민B12] 정상적인 엽산 대사에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌
[셀렌] 유해산소로부터 세포를 보호하는데 필요
[비타민B6] 단백질 및 아미노산 이용에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요
[비타민K] 정상적인 혈액응고에 필요 / 뼈의 구성에 필요
[엽산] 세포와 혈액생성에 필요 / 태아 신경관의 정상 발달에 필요 / 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",중성 지질 혈행 줄 수 마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수 밀크 슬 물 간 줄 수 칼슘 뼈 치아 신경 근육 혈액 골다공증 감소 마그네슘 에너지 신경 근육 비타민 철 항산화 산소 비타민 항산화 산소 철 산소 운반 혈액 생 에너지 생 판토텐산 지방 단백질 에너지 생 나이아신 에너지 생 아연 면역 비오틴 지방 단백질 에너지 생 비타민 곳 피부 점막 상피세포 비타민 엽산 비타민 칼슘 인 뼈 골다공증 감소 셀렌 산소 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지 비타민 에너지 생 비타민 혈액 뼈 구성 엽산 혈액 생 태아 경관 혈액 시스테인
데이팩,"- EPA 및 DHA 함유 유지 : 혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
- 헤마토코쿠스 추출물 : 눈의 피로도 개선에 도움을 줄 수 있음
- 프로바이오틱스 : 유산균 증식 및 유해균 억제∙배변활동 원활∙장건강에 도움을 줄 수 있음 
- 비타민 B1 : 탄수화물과 에너지 대사에 필요
- 비타민 B2 : 체내 에너지 생성에 필요
- 비타민 B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 비타민 B12 : 정상적인 엽산 대사에 필요
- 비타민 C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 비타민 D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌
- 비타민 E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요
- 나이아신 : 체내 에너지 생성에 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
- 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요",중성 지질 혈행 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 엽산 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 비타민 항산화 산소 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비오틴 지방 단백질 에너지 생 아연 면역
데일리 밸런스 홍삼 스틱,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄수 있음.,면역 피로 혈액 기억 항산화
데일리 홍삼스틱,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
데일리 홍삼정,①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,면역 줄 수 피로 줄 수 혈액 줄 수 기억 줄 수 항산화 줄 수
데일리면역클래스,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
데일리베이스 테아닌·엽산(활성형)·홍경천추출물," 1) 테아닌 : 스트레스로 인한 긴장완화에 도움을 줄 수 있음.
 2) 홍경천추출물 : 스트레스로 인한 피로 개선에 도움을 줄 수 있음.
 3) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",테아닌 스트레스 긴장 완화 줄 수 홍 물 스트레스 피로 줄 수 엽산 혈액 생 태아 경관 혈액 시스테인
데일리원 홍삼스틱,①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,면역 피로 혈액 기억 항산화 줄 수
데일리코어 루테인아스타잔틴,"1) 마리골드꽃추출물
    - 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음.
 2) 헤마토코쿠스 추출물
    - 눈의 피로도 개선에 도움을 줄 수 있음 
",마리 골드 꽃 물 노화 감소 수 황반 색소 밀도 눈 줄 수 헤 마토 코 쿠스 물 눈 피로 줄 수
