제품명,기능성,processed_text
더블버닝 카테킨 알로에,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①배변활동 원활에 도움을 줄 수 있음",항산화 체지방 감소 콜레스테롤 줄 수 배변 줄 수
더블스틱 아이돌 다이어트,"녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
비타민C : (1) 결합조직 형성과 기능유지에 필요 (2) 철의 흡수에 필요 (3) 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 철 항산화 산소
더블슬림,"[녹차추출물]
①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
더블아웃,"* 마그네슘
① 에너지 이용에 필요
② 신경과 근육 기능 유지에 필요

* 비오틴
① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

* 비타민B1
① 탄수화물과 에너지 대사에 필요

* 비타민B2
① 체내 에너지 생성에 필요

* 비타민B6
① 단백질 및 아미노산 이용에 필요
② 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

* 비타민C
① 결합조직 형성과 기능유지에 필요
② 철의 흡수에 필요
③ 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

* 비타민D
① 칼슘과 인이 흡수되고 이용되는데 필요
② 뼈의 형성과 유지에 필요
③ 골다공증발생 위험 감소에 도움을 줌

* 아연
① 정상적인 면역기능에 필요
② 정상적인 세포분열에 필요

* 키토산 / 키토올리고당
① 혈중 콜레스테롤 개선·체지방 감소에 도움을 줄 수 있음
	1) 혈중 콜레스테롤 개선에 도움을 줄 수 있음 ( : 키토산 또는 키토올리고당으로서 1.2~4.5 g)
	2) 체지방 감소에 도움을 줄 수 있음 ( : 키토산으로서 3.0~4.5 g, 키토올리고당으로서 3 g)

* 판토텐산 ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",마그네슘 에너지 신경 근육 비오틴 지방 단백질 에너지 생 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 철 항산화 산소 비타민 칼슘 인 뼈 골다공증 감소 아연 면역 키토산 키토 올리고당 콜레스테롤 체지방 감소 줄 수 콜레스테롤 줄 수 키토산 키토 올리고당 체지방 감소 줄 수 키토산 키토 올리고당 판토텐산 지방 단백질 에너지 생
더블컷 에스,"[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
[바나바잎 추출물] 식후 혈당상승 억제에 도움을 줄 수 있음",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 바나바 잎 물 식후 혈당 상승 줄 수
더블컷 팻 블럭마스터,"①혈중 콜레스테롤 개선·체지방 감소에 도움을 줄 수 있음

①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",콜레스테롤 체지방 감소 줄 수 지방 체지방 감소 철 산소 지방 단백질 에너지 생
더블컷 팻블럭 마스터,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",지방 체지방 감소 콜레스테롤 줄 수 철 산소 지방 단백질 에너지 생
더블컷팻블럭마스터,"[키토산 제품]①혈중 콜레스테롤 개선에 도움을 줄 수 있음 ②체지방 감소에 도움을 줄 수 있음
[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌   ",키토산 콜레스테롤 줄 수 체지방 감소 줄 수 아캄 보지 물 지방 체지방 감소
더쎄라 빼라,"[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

[알로에 전잎] ①배변활동 원활에 도움을 줄 수 있음

[비타민B1] ①탄수화물과 에너지 대사에 필요

[비타민B2 ①체내 에너지 생성에 필요

[비타민C] ①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요

[셀렌] ①유해산소로부터 세포를 보호하는데 필요

[아연] ①정상적인 면역기능에 필요②정상적인 세포분열에 필요

[엽산] ①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 알로 잎 배변 줄 수 비타민 에너지 비타민 에너지 생 비타민 철 항산화 산소 셀렌 산소 아연 면역 엽산 혈액 생 태아 경관 혈액 시스테인
더이앤 콜레스,"[홍국]
①혈중 콜레스테롤 개선에 도움을 줄 수 있음",홍국 콜레스테롤 줄 수
데이&나이트 다이어트,"가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음
락추로스파우더(Lactulose Powder) : 유익균 증식, 유해균 억제에 도움을 줄 수 있습니다.(생리활성기능 2등급)
녹차추출물 : 항산화, 체지방 감소,혈중 콜레스테롤 개선에 도움을 줄 수 있음
나이아신 : 체내 에너지 생성에 필요
판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
비타민B1 : 탄수화물과 에너지 대사에 필요",아캄 보지 물 지방 체지방 감소 줄 수 락 추로스 파우더 유익 균 균 줄 수 생리 활 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 에너지
데이비워 daybwar,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
데이앤나잇 초이스 그린티컷,"- 녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
- 비타민 B1 : 탄수화물과 에너지 대사에 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 에너지
데이제로,"[차전자피 식이섬유]
혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음

[프로바이오틱스]
유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",차 피 식이섬유 콜레스테롤 배변 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
데이즈 핏핏,"[자일로올리고당(xylooligosaccharide)분말(기능성원료인정 제2009-80호)] (국문) 장내 유익균 증식, 유해균 억제, 배변활동에 도움을 줄 수 있음, (영문) May help to increase beneficial intestinal flora and suppress pathogenic bacteria, May help to improve bowel movements
[마그네슘] 에너지 이용에 필요, 신경과 근육 기능 유지에 필요
[콜레우스포스콜리추출물] 체지방 감소에 도움을 줄 수 있음
[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
[판토텐산] 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B1] 탄수화물과 에너지 대사에 필요",일로 올리고당 분말 원료 인정 호 장내 유익 균 균 배변 줄 수 마그네슘 에너지 신경 근육 콜 레우스 포스 콜리 물 체지방 감소 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 판토텐산 지방 단백질 에너지 생 비타민 단백질 아미노산 혈액 시스테인 비타민 에너지
데일리 슬림핏 톡톡,"[가르시니아캄보지아 추출물] 
1) 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음

[녹차추출물] 
1) 항산화, 체지방 감소, 혈중 콜레스테롤 개선에 도움을 줄 수 있음

[셀렌]
1) 유해산소로부터 세포를 보호하는데 필요

[아연] 
1) 정상적인 면역기능에 필요 
2) 정상적인 세포분열에 필요",아캄 보지 물 지방 체지방 감소 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 셀렌 산소 아연 면역
데일리 이너클린,①혈중 콜레스테롤 개선에 도움을 줄 수 있음 ②식후 혈당상승억제에 도움을 줄 수 있음 ③배변활동 원활에 도움을 줄 수 있음,콜레스테롤 줄 수 식후 혈당 상승 줄 수 배변 줄 수
데일리 카테킨 톡 자몽맛&블랙티맛,"[녹차추출물]①항산화･체지방 감소･혈중 콜레스테롤 개선에 도움을 줄 수 있음	
[나이아신]①체내 에너지 생성에 필요		
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요		
[비타민B2]①체내 에너지 생성에 필요		
[비타민B1]①탄수화물과 에너지 대사에 필요		
[바나바잎추출물]①식후 혈당상승 억제에 도움을 줄 수 있음		
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요		",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 나이아신 에너지 생 판토텐산 지방 단백질 에너지 생 비타민 에너지 생 비타민 에너지 바나바 잎 물 식후 혈당 상승 줄 수 비오틴 지방 단백질 에너지 생
데일리 퀸 백수오,"[감마리놀렌산 함유 유지] 혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음
[백수오등 복합추출물] 갱년기 여성의 건강에 도움을 줄 수 있음
[비타민B1] 탄수화물과 에너지 대사에 필요 
[비타민B2] 체내 에너지 생성에 필요
[비타민D] 칼슘과 인이 흡수되고 이용되는데 필요 / 뼈의 형성과 유지에 필요 / 골다공증발생 위험 감소에 도움을 줌 
[비타민E] 유해산소로부터 세포를 보호하는데 필요
[아연] 정상적인 면역기능에 필요 / 정상적인 세포분열에 필요 ",감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 복합 물 갱년기 여성 줄 수 비타민 에너지 비타민 에너지 생 비타민 칼슘 인 뼈 골다공증 감소 비타민 산소 아연 면역
데일리녹차카테킨,항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
데일리라인,"[키토산]체지방 감소에 도움을 줄 수 있음 (생리활성기능 2등급), 혈중콜레스테롤 개선에 도움을 줄 수 있음
",키토산 체지방 감소 줄 수 생리 활 콜레스테롤 줄 수
데일리라인D,[키토산 제품]혈중 콜레스테롤 개선. 체지방 감소에 도움을 줄 수 있음,키토산 콜레스테롤 체지방 감소 줄 수
데일리부스터,"- 차전자피식이섬유 : 혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음
- 프로바이오틱스 : 유산균 증식 및 유해균 억제･배변활동 원활･장 건강에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수 프로바이오틱스 유산균 균 배변 장 줄 수
데일리부스터,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
데일리식이섬유,"①콜레스테롤 개선②배변활동 원활,차전자피식이섬유 : 혈중 콜레스테롤 개선 ∙ 배변활동 원활에 도움을 줄 수 있음
",콜레스테롤 배변 피 식이섬유 콜레스테롤 배변 줄 수
데일리컷 다이어트,"①배변활동 원활에 도움을 줄 수 있음

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요",배변 줄 수 항산화 체지방 감소 콜레스테롤 줄 수 철 산소 면역 지방 단백질 에너지 생 산소
데일리컷 비움 다이어트,"①배변활동 원활에 도움을 줄 수 있음

①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①정상적인 면역기능에 필요②정상적인 세포분열에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요

①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",배변 줄 수 항산화 체지방 감소 콜레스테롤 줄 수 철 산소 면역 지방 단백질 에너지 생 산소 혈액 생 태아 경관 혈액 시스테인
데일리코어 감마리놀렌산 보라지유,[감마리놀렌산 함유 유지] 혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음,감마 리놀렌산 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수
데일리코어 녹차카테킨 다이어트,"①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

(1) 탄수화물과 에너지 대사에 필요

(1) 체내 에너지 생성에 필요

①체내 에너지 생성에 필요

(1) 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①뼈 형성에 필요②에너지 이용에 필요③유해산소로부터 세포를 보호하는데 필요",항산화 체지방 감소 콜레스테롤 줄 수 에너지 에너지 생 에너지 생 지방 단백질 에너지 생 단백질 아미노산 혈액 시스테인 뼈 에너지 산소
데일리코어 차전자피 식이섬유,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
데일비,"[차전자피식이섬유]
혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음",피 식이섬유 콜레스테롤 배변 줄 수
데일비,혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
도둑다이어트 데이타임(Day Time Thief),"[키토산 제품]혈중 콜레스테롤 개선에 도움을 줄 수 있음, 체지방감소에 도움을 줄 수 있음
",키토산 콜레스테롤 줄 수 체지방 감소 줄 수
도둑다이어트 조,"①혈중 콜레스테롤 개선에 도움을 줄 수 있음
②체지방 감소에 도움을 줄 수 있음",콜레스테롤 줄 수 체지방 감소 줄 수
동결건조마늘분말,혈중 콜레스테롤 개선 · 혈압조절에 도움을 줄 수 있음,콜레스테롤 혈압 조절 줄 수
동결건조마늘분말,혈중 콜레스테롤 개선에 도움을 줄 수 있음 ,콜레스테롤 줄 수
동결건조마늘분말,[마늘]혈중 콜레스테롤 개선에 도움을 줄 수 있음.,마늘 콜레스테롤 줄 수
동결건조마늘분말,혈중 콜레스테롤 개선·혈압조절에 도움을 줄 수 있음,콜레스테롤 혈압 조절 줄 수
동결건조마늘분말,혈중 콜레스테롤 개선‧혈압조절에 도움을 줄 수 있음,콜레스테롤 혈압 조절 줄 수
동결건조마늘분말,혈중 콜레스테롤 개선·혈압조절에 도움을 줄 수 있음,콜레스테롤 혈압 조절 줄 수
동결건조마늘분말,혈중 콜레스테롤 개선·혈압조절에 도움을 줄 수 있음,콜레스테롤 혈압 조절 줄 수
동결건조마늘분말DH,"[마늘(원료성)]혈중 콜레스테롤 개선에 도움을 줄 수 있음
",마늘 원료 콜레스테롤 줄 수
동국α키토산,[키토산] ①혈중 콜레스테롤 개선에 도움을 줄 수 있음,키토산 콜레스테롤 줄 수
동마니,"①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음",콜레스테롤 배변 줄 수 지방 체지방 감소 줄 수
동영제 더블코사놀,"①혈중 콜레스테롤 개선에 도움을 줄 수 있음

①지구력 증진에 도움을 줄 수 있음

①체내 에너지 생성에 필요

①유해산소로부터 세포를 보호하는데 필요",콜레스테롤 줄 수 지구력 줄 수 에너지 생 산소
동영제 프리미엄 달맞이꽃종자유,-혈중 콜레스테롤 개선·혈행개선·월경전 변화에 의한 불편한 상태 개선·면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음,콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수
두빛나래,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
듀썸 헬씨 썸바디 다비움,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
듀썸헬씨 썸바디 에프티오 핏,"①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요

①혈중 콜레스테롤 개선·체지방 감소에 도움을 줄 수 있음

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌",철 산소 콜레스테롤 체지방 감소 줄 수 칼슘 인 뼈 골다공증 감소
듀썸헬씨썸바디에스에스(DOUXSUM HEALTHY SUMBODY SS),"[가르시니아캄보지아 추출물] 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줄 수 있음 
[콜레우스 포스콜리 추출물] 체지방 감소에 도움을 줄 수 있음 
[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",아캄 보지 물 지방 체지방 감소 줄 수 콜 레우스 포스 콜리 물 체지방 감소 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
듀얼컷 다이어트,"녹차추출물
항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

비타민B1
탄수화물과 에너지 대사에 필요

콜레우스 포스콜리 추출물(제2012-5호)
체지방 감소에 도움을 줄 수 있음

판토텐산
지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 에너지 콜 레우스 포스 콜리 물 호 체지방 감소 줄 수 판토텐산 지방 단백질 에너지 생
듀얼클렌즈 오메가3,"혈중 중성지질 개선·혈행 개선에 도움을 줄 수 있음
항산화․체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음",중성 지질 혈행 줄 수 항산화 체지방 감소 콜레스테롤 줄 수
듀오스테롤케어,"식물성스테롤에스테르 제품 중 콜레스테롤 개선에 도움을 줄 수 있음

EPA 및 DHA 함유 유지 혈중 중성지질 개선·혈행 개선·건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음",식물성 스테롤 에스테르 중 콜레스테롤 줄 수 중성 지질 혈행 눈 눈 줄 수
드랍잇,[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
드림 밸런스 닥터카테킨 플러스,①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 체지방 감소 콜레스테롤 줄 수
드림 퓨어(Dream Pure) 쾌변 헬퍼(HELPER),[차전자피식이섬유] ① 혈중 콜레스테롤 개선･배변활동 원활에 도움을 줄 수 있음,피 식이섬유 콜레스테롤 배변 줄 수
드림쏙쏙,"[녹차추출물] ①항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음

[알로에 전잎]①배변활동 원활에 도움을 줄 수 있음",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 알로 잎 배변 줄 수
드림온 다이어트,"[녹차추출물] 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
[테아닌] 스트레스로 인한 긴장완화에 도움을 줄 수 있음
[비타민E] 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요",녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 테아닌 스트레스 긴장 완화 줄 수 비타민 항산화 산소
드비움,"[차전자피 제품]
①배변활동 원활에 도움을 줄 수 있음
②혈중 콜레스테롤 개선에 도움을 줄 수 있음",차 피 배변 줄 수 콜레스테롤 줄 수
드시모네 장면역 다이어트,"[프로바이오틱스(드시모네)(기능성원료인정제2009-28호)]
유익한 유산균 증식, 유해균 억제, 배변활동 원활, 장 면역을 조절하여 장 건강에 도움을 줄 수 있음
[녹차추출물] 항산화•체지방 감소•혈중 콜레스테롤 개선에 도움을 줄 수 있음
[비타민B1] 탄수화물과 에너지 대사에 필요
[비타민B2] 체내 에너지 생성에 필요 
[비타민B6] 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요",프로바이오틱스 모네 원료 정제 호 유산균 균 배변 장 면역 조절 장 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 에너지 비타민 에너지 생 비타민 단백질 아미노산 혈액 시스테인
디-메이트(D-MATE),"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음

",지방 체지방 감소 콜레스테롤 배변 줄 수
디게좋아,"[키토산] ①혈중 콜레스테롤 개선·체지방 감소에 도움을 줄 수 있음
[판토텐산] ① 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비타민C] ① 결합조직 형성과 기능유지에 필요 ② 철의 흡수에 필요 ③ 유해산소로부터 세포를 보호하는데 필요",키토산 콜레스테롤 체지방 감소 줄 수 판토텐산 지방 단백질 에너지 생 비타민 철 산소
디노보 화이버락,①혈중 콜레스테롤 개선·배변활동 원활에 도움을 줄 수 있음,콜레스테롤 배변 줄 수
디믹스,[녹차추출물 제품1. 항산화에 도움을 줄 수 있음 2. 체지방 감소에 도움을 줄 수 있음 3. 혈중 콜레스테롤 개선에 도움을 줄 수 있음,녹차 물 항산화 줄 수 체지방 감소 줄 수 콜레스테롤 줄 수
디믹스7,1. 항산화에 도움을 줄 수 있음 2.체지방 감소에 도움을 줄 수 있음3. 혈중 콜레스테롤 개선에 도움을 줄 수 있음,항산화 줄 수 체지방 감소 줄 수 콜레스테롤 줄 수
디바이컷,"- 콜레우스포스콜리 추출물 : 체지방 감소에 도움을 줄 수 있음
- 녹차추출물 : 항산화·체지방 감소·혈중 콜레스테롤 개선에 도움을 줄 수 있음
- 비타민B1 : 탄수화물과 에너지 대사에 필요
- 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
- 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",콜 레우스 포스 콜리 물 체지방 감소 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수 비타민 에너지 비타민 단백질 아미노산 혈액 시스테인 판토텐산 지방 단백질 에너지 생
디블루메 우먼 큐,"갱년기 여성의 건강에 도움을 줄 수 있음

혈중 콜레스테롤 개선․혈행개선·월경전 변화에 의한 불편한 상태 개선· 면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음

①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요

①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요

①유해산소로부터 세포를 보호하는데 필요

①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

①유해산소로부터 세포를 보호하는데 필요",갱년기 여성 줄 수 콜레스테롤 혈행 경전 변화 상태 면역 과민반응 피부 상태 줄 수 곳 피부 점막 상피세포 단백질 아미노산 혈액 시스테인 산소 칼슘 인 뼈 골다공증 감소 산소
디비딥,"차전자피 식이섬유 : (가) 혈중 콜레스테롤 개선 ˙ 배변활동 원활에 도움을 줄 수 있음
녹차추출물 : (가) 항산화.체지방 감소 · 혈중 콜레스테롤 개선에 도움을 줄 수 있음",차 피 식이섬유 콜레스테롤 배변 줄 수 녹차 물 항산화 체지방 감소 콜레스테롤 줄 수
